price,num_bed,num_bath,size_house,size_lot,num_floors,is_waterfront,condition,size_basement,year_built,renovation_date,zip,latitude,longitude,avg_size_neighbor_houses,avg_size_neighbor_lot
687500,4,1.75,2330,5000,1.5,0,4,820,1929,0,98117,47.68228235,-122.367602,1460,5000
535000,3,1,1090,3000,1.5,0,4,0,1929,0,98117,47.68889559,-122.3752359,1570,5080
322500,4,2.75,2060,6659,1,0,3,780,1981,0,98058,47.42755371,-122.1568973,2020,8720
696000,3,2.5,2300,3060,1.5,0,3,790,1930,2002,98115,47.68267789,-122.310258,1590,3264
640000,4,2,2360,6000,2,0,4,0,1904,0,98107,47.67016136,-122.3615169,1730,4700
240000,4,1,1220,8075,1,0,2,330,1969,0,98001,47.33413014,-122.2823246,1290,7800
625000,4,2.5,2570,5520,2,0,3,0,2000,0,98074,47.61447252,-122.0267066,2470,5669
775000,4,2.25,4220,24186,1,0,3,1620,1984,0,98166,47.44504345,-122.3472087,2410,30617
861990,5,2.75,3595,5639,2,0,3,0,2014,0,98053,47.68481481,-122.0163748,3625,5639
685000,3,1,1570,2280,2,0,3,0,1922,0,98119,47.64125801,-122.3641025,1580,2640
309000,3,1,1280,9656,1,0,4,360,1959,0,98058,47.44853414,-122.1750823,1340,8808
210490,3,1,990,8528,1,0,3,0,1966,0,98023,47.30661278,-122.3710439,1228,8840
785000,4,2.5,2290,13416,2,0,4,0,1981,0,98007,47.61936265,-122.151168,2680,13685
450000,3,1.75,1250,5963,1,0,4,0,1953,0,98115,47.67957891,-122.3010145,970,5100
345000,5,2.5,3150,9134,1,0,4,1510,1966,0,98056,47.49338792,-122.1886138,1990,9133
600000,3,1.75,1410,4080,1,0,4,410,1950,0,98117,47.68080283,-122.3835578,1410,4080
585000,2,1.75,1980,8550,1,0,3,990,1981,0,98117,47.6988967,-122.3690777,1480,6738
920000,5,2.25,2730,6000,1.5,0,3,600,1927,0,98105,47.65714201,-122.2809487,2730,6000
885000,4,2.5,2830,5000,2,0,3,0,1995,0,98105,47.6596525,-122.2896621,1950,5000
292500,4,2.5,2250,4495,2,0,3,0,2008,0,98042,47.36628767,-122.1135698,2250,4500
301000,3,2.5,2420,4750,2,0,3,0,2003,0,98042,47.36631695,-122.1217187,2690,4750
951000,5,3.25,3250,14342,2,0,4,0,1968,0,98008,47.58802502,-122.116144,2960,11044
430000,4,3,1850,9976,2,0,3,0,1991,0,98059,47.50591927,-122.148962,2270,8542
650000,3,2.25,2150,21235,1,0,4,560,1959,0,98166,47.43359203,-122.3386133,2570,18900
289000,3,1.75,1260,8400,1,0,3,0,1954,0,98148,47.43658598,-122.3346675,1290,8750
505000,3,1.75,2519,8690,2,0,5,0,1973,0,98166,47.44279651,-122.344277,2500,9500
549000,3,1.75,1540,1044,3,0,3,0,2014,0,98115,47.67645215,-122.3195318,1580,3090
425000,3,2.25,1660,6000,1,0,3,550,1979,0,98122,47.61126281,-122.2972533,1440,4080
317625,3,2.75,2770,3809,1.5,0,5,1000,1925,0,98144,47.57471958,-122.3036464,1440,4000
204000,3,1,1000,12070,1,0,4,0,1968,0,98042,47.36211873,-122.1098535,1010,12635
1325000,5,2.25,3200,20158,1,0,3,1600,1965,0,98004,47.6302877,-122.2146554,3390,20158
1040000,5,3.25,4770,50094,1,0,4,1700,1973,0,98005,47.65251281,-122.1603699,3530,38917
325000,3,2,1260,5612,1,0,4,0,1972,0,98034,47.73622977,-122.1792447,1640,4745
571000,4,2,2750,7807,1.5,0,5,500,1916,0,98125,47.7168015,-122.2869473,1510,7807
349000,3,1.75,1790,50529,1,0,5,700,1965,0,98042,47.35112839,-122.0734181,1940,50529
380000,4,1.75,1760,7300,1,0,3,880,1956,0,98008,47.60343995,-122.1249796,1680,7500
480000,3,1,1040,5060,1,0,3,0,1941,0,98116,47.56359579,-122.3937492,890,5060
410000,3,1,1410,5060,1,0,4,500,1956,0,98133,47.70725761,-122.3396419,1130,5693
720000,4,2.5,3450,39683,2,0,3,0,2002,0,98010,47.34200775,-122.0254948,3350,39750
360000,4,2.5,1900,5889,2,0,3,0,1992,0,98038,47.349038,-122.0311197,1870,6405
355000,2,1,2020,6720,1,0,3,1010,1948,0,98118,47.54744903,-122.2906157,1720,6720
356000,3,1.5,1680,8712,1,0,3,0,1964,0,98059,47.48106784,-122.1486396,1850,8797
315000,3,1,960,6634,1,0,3,0,1952,0,98125,47.72641675,-122.3101117,1570,7203
305000,5,2.25,2660,8400,1.5,0,5,0,1961,0,98092,47.29094504,-122.1887805,1590,8165
461000,3,3.25,2770,6278,2,0,3,790,2006,0,98056,47.52283891,-122.1988606,1900,7349
215000,2,2.25,1610,2040,2,0,4,0,1979,0,98056,47.51802433,-122.1939411,1950,2025
243500,4,2.5,1980,7403,2,0,3,0,1988,0,98023,47.28968567,-122.3719422,1980,7510
1099880,5,2.75,3520,6353,2,0,4,0,2001,0,98199,47.65056898,-122.3912333,2520,6250
153000,3,1,1200,10500,1,0,3,0,1962,0,98023,47.32201271,-122.3514378,1350,10500
430000,3,1.5,1580,5000,1,0,3,290,1939,0,98117,47.68696897,-122.3857032,1570,4500
905000,4,2.5,3300,10250,1,0,3,910,1946,1991,98040,47.58733195,-122.2487651,1950,6045
247500,3,1.75,1960,15681,1,0,3,0,1967,0,98032,47.35756381,-122.2773792,1750,15616
199000,4,1.5,1160,6400,1,0,4,0,1975,0,98023,47.30357767,-122.3778209,1160,6400
314000,3,1.75,1810,41800,1,0,5,600,1980,0,98038,47.41088313,-121.9580543,1650,135036
437500,3,2.5,2320,36847,2,0,3,0,1992,0,98045,47.48377562,-121.7138446,2550,35065
850830,3,2.5,2070,13241,1.5,0,5,800,1910,0,98102,47.64152762,-122.3154152,2200,4500
555000,3,2,1980,3478,1.5,0,4,540,1929,0,98117,47.67749078,-122.3722599,1610,3478
699950,3,2.25,2190,107593,2,0,4,0,1983,0,98077,47.77312419,-122.0798841,2570,47777
1088000,3,2.5,2920,8113,2,0,3,0,1950,2010,98004,47.58137084,-122.1961592,2370,8113
290000,3,1,1210,33919,1,0,3,0,1954,0,98058,47.43748409,-122.1843201,1640,14910
375000,3,2.5,2340,10005,1,0,4,880,1978,0,98058,47.4430551,-122.1325662,2250,8162
460000,3,1,1670,4005,1.5,0,4,500,1939,0,98117,47.68780085,-122.3802504,1240,4005
188500,2,1.75,1240,2493,1,0,4,0,1985,0,98198,47.38126145,-122.3219559,1270,4966
680000,4,2.5,3140,28037,2,0,4,0,1991,0,98077,47.73044156,-122.0821883,2990,35001
470000,5,1.75,2030,12342,2,0,4,0,1942,0,98052,47.64174965,-122.1089788,2500,9433
597750,4,2.5,2310,9624,2,0,3,0,1984,0,98027,47.53855942,-122.0527409,1940,9636
570000,3,1.75,1260,3328,1,0,5,560,1905,0,98103,47.68234432,-122.3489844,1380,3536
272500,3,1.75,1540,12600,1,0,4,380,1980,0,98038,47.36240953,-122.0311645,1540,11656
329950,3,1.75,2080,5969,1,0,3,1000,1971,0,98108,47.54743608,-122.2954379,2090,5500
480000,4,2.5,3230,16171,2,0,3,710,2001,0,98001,47.31825469,-122.2534985,2640,8517
740500,3,3.5,4380,6350,2,0,3,1600,1900,1999,98117,47.69814235,-122.368337,1830,6350
518500,3,3.5,1590,1102,3,0,3,0,2010,0,98103,47.68235582,-122.3469174,1620,3166
205425,2,1,880,6780,1,0,4,0,1945,0,98178,47.5009093,-122.2478146,1190,6780
535000,4,1,1610,2982,1.5,0,4,0,1925,0,98144,47.58698739,-122.2940291,1610,4040
660000,3,2.5,2400,6474,1,0,3,840,1964,0,98177,47.77280816,-122.3860492,2340,10856
391500,3,2,1450,9132,1,0,3,0,1987,0,98034,47.7288002,-122.2262626,1580,9104
395000,2,1,770,6000,1,0,3,0,1953,0,98117,47.69986237,-122.3639963,1710,6000
445000,4,1.75,2100,4400,1.5,0,5,380,1924,0,98118,47.52989261,-122.2659954,1850,4400
770000,3,2.25,2910,10204,2,0,3,0,1990,0,98052,47.68967023,-122.0976398,2700,13992
1450000,4,2.75,2750,17789,1.5,0,3,770,1914,1992,98004,47.61406372,-122.2119517,3060,11275
445000,3,2.25,2100,8201,1,0,3,480,1967,0,98178,47.509077,-122.2436092,2660,8712
822500,5,3.5,2320,4960,2,0,5,600,1926,0,98103,47.67625956,-122.3519555,1700,4960
430000,4,2.5,2070,4310,2,0,3,0,2004,0,98065,47.53189957,-121.8501288,1970,3748
660500,4,2.25,2010,9603,1,0,3,570,1986,0,98027,47.53426838,-122.053579,2060,9793
453246,3,2.5,2010,2287,2,0,3,620,2014,0,98029,47.55171659,-121.99828,1690,1662
675000,4,3.5,2140,2278,3,0,3,0,2005,0,98107,47.67337791,-122.3800953,1540,2285
199000,3,1.75,1320,17390,1,0,4,0,1956,0,98003,47.32571377,-122.2956197,1550,19265
452000,4,2.25,2590,10002,1,0,4,1250,1968,0,98028,47.76889089,-122.2663015,1550,10436
382500,2,1,1190,4440,1,0,3,0,1981,0,98125,47.71348025,-122.2873616,1060,5715
519950,3,2.25,1170,1249,3,0,3,0,2014,0,98107,47.6721823,-122.3807859,1350,1310
665000,2,1,1110,3200,1,0,3,0,1925,0,98119,47.63380998,-122.3580413,1170,3600
527700,5,2.5,2820,9375,1,0,4,1270,1968,0,98006,47.57069565,-122.1284602,2820,9375
205000,3,1,1610,8579,1,0,4,600,1962,0,98058,47.45625335,-122.1714789,1610,8579
420000,3,1,1060,8097,1,0,4,120,1923,0,98133,47.7143964,-122.3507478,1560,7940
500000,4,2.25,2030,8517,1,0,4,650,1961,0,98006,47.54945834,-122.1735014,2230,8824
921500,4,2.5,3670,315374,2,0,4,0,1994,0,98077,47.74205206,-122.0259259,2840,87991
890000,4,1,2550,4000,2,0,3,180,1905,0,98109,47.63543286,-122.3529042,2200,4000
430000,2,2.5,2420,60984,2,0,3,0,2007,0,98027,47.52621599,-121.9427395,1940,193842
258000,5,2,2260,12500,1,0,4,1130,1960,0,98032,47.38868876,-122.2862252,1360,18000
511000,3,1,1430,3455,1,0,3,450,1947,0,98103,47.68727557,-122.3361078,1450,4599
560000,3,1,1110,5000,1.5,0,3,0,1947,0,98107,47.6550145,-122.3587258,1420,5000
282950,3,1,1250,8200,1,0,4,0,1954,0,98003,47.32554033,-122.3042405,1680,8633
350000,1,1,700,5100,1,0,3,0,1942,0,98115,47.67898662,-122.2999096,1010,5100
215000,3,1,1180,7669,1,0,4,0,1967,0,98058,47.44785111,-122.1759073,1190,7669
650000,5,3.5,3960,25245,2,0,3,1460,1996,0,98056,47.52504628,-122.1720526,2640,13675
320000,4,2.75,2640,7500,1,0,3,1020,1967,0,98023,47.31345554,-122.3693163,1980,7875
247000,3,2,1270,7198,1.5,0,3,0,1916,2013,98022,47.20856354,-121.9959804,1160,7198
320000,4,1.75,1760,11180,1,0,4,0,1968,0,98059,47.4715397,-122.1175016,1730,11180
255000,5,2.25,2060,8632,1,0,3,1030,1962,0,98146,47.48766113,-122.3350669,1010,11680
438000,3,1.75,1780,9660,1,0,3,0,1962,0,98034,47.71711422,-122.1932807,1200,9660
900000,3,2.5,3400,16603,2,0,3,0,2000,0,98075,47.60118542,-122.0229308,3400,12601
441000,3,2.75,1910,7280,1,0,3,750,1979,0,98034,47.7318798,-122.2235329,1710,8152
420000,3,2,2020,38332,1,0,4,1010,1975,0,98027,47.45817182,-122.0232175,2110,36590
370000,3,1.75,1580,7000,1,0,3,400,1976,0,98034,47.72090354,-122.1680111,1640,7500
269950,2,1.75,1340,7250,1,0,5,640,1949,0,98198,47.40799936,-122.3273943,1830,9750
807100,4,2.5,2680,4499,2,0,3,0,1999,0,98006,47.56495249,-122.1245714,2920,4500
653000,3,2.5,2680,9750,1,0,4,1070,1979,0,98034,47.70284929,-122.2312101,2480,8750
371500,3,2,1370,8336,1,0,5,0,1964,0,98133,47.74583621,-122.3309768,1770,7288
284000,3,1.75,1560,21000,1,0,3,0,1954,0,98166,47.47757443,-122.3369939,1070,7920
272000,3,1.75,2160,7140,1,0,4,490,1978,0,98023,47.30256352,-122.3738848,1930,7350
313000,3,1.5,1340,7912,1.5,0,3,0,1955,0,98133,47.76580654,-122.3388658,1480,7940
917500,4,2.5,3880,35003,2,0,3,1310,1984,0,98033,47.64765077,-122.1817817,3740,35230
673000,4,2.25,2590,8190,2,0,4,0,1980,0,98006,47.56192449,-122.1245864,2260,8335
399950,5,2.75,1970,5400,1,0,3,650,1986,0,98144,47.5868205,-122.3077939,1280,2150
385000,3,1,1220,4800,1,0,3,0,1901,0,98122,47.61013863,-122.3066406,1200,4800
269950,3,1.5,1950,7560,1,0,4,630,1975,0,98022,47.1976132,-121.999098,1950,8941
330000,2,1,1350,8220,1,0,3,290,1949,0,98177,47.72242501,-122.3578456,1540,8280
589000,4,3,2440,9600,2,0,5,0,1961,0,98034,47.70440758,-122.2002062,2290,9600
163500,2,1.5,1050,3419,2,0,3,0,1996,0,98038,47.38481924,-122.0390518,1050,3417
835000,4,2.75,3130,13412,2,0,3,990,1993,0,98052,47.69926629,-122.1015106,2260,9984
269000,4,1.75,1490,10000,1,0,4,390,1969,0,98023,47.30989001,-122.3792287,2190,8910
560000,3,2.5,1900,8744,2,0,3,0,1987,0,98074,47.61997192,-122.0432176,2030,8744
305000,3,1.75,1650,9480,1,0,3,430,1977,0,98034,47.7259638,-122.1907672,1540,8400
166950,3,1,1190,8820,1,0,3,0,1959,0,98058,47.46157765,-122.1838976,1230,7980
799000,3,2.5,2140,9897,1,0,4,0,1959,0,98040,47.55053053,-122.2194618,2680,10083
400000,3,2.5,2180,7508,1,0,4,760,1962,0,98133,47.76062367,-122.3359908,1900,7818
256883,3,2.5,1690,5025,2,0,3,0,2003,0,98023,47.27787163,-122.3470285,2550,5001
423000,4,2,1970,6480,1.5,0,5,840,1920,0,98108,47.55110874,-122.3120231,1500,6480
465000,3,2.5,2150,4084,2,0,3,0,2007,0,98126,47.54880488,-122.3723778,1750,2385
440000,3,2.5,1910,66211,2,0,3,0,1997,0,98024,47.53852967,-121.9114724,2330,67268
385000,3,1.75,1350,155073,1,0,4,0,1969,0,98038,47.40578599,-121.9939414,1560,50965
210000,3,1,860,11725,1,0,4,0,1943,0,98056,47.50930999,-122.1839393,1300,9514
297000,3,2.5,1940,14952,2,0,3,0,1994,0,98042,47.37773521,-122.1649291,2030,10450
470000,3,1,1010,5000,1,0,3,0,1952,0,98107,47.67496959,-122.3936151,1680,5000
226500,3,1.5,1300,7370,1,0,4,400,1976,0,98023,47.30253614,-122.3696225,1430,7500
274250,3,1,910,8450,1,0,4,0,1962,0,98059,47.47870598,-122.1581039,1400,8040
840000,4,1.75,2480,11010,1,0,4,850,1966,0,98040,47.53778489,-122.2188797,2770,10744
677900,3,2.5,2440,4587,2,0,3,0,2010,0,98052,47.70725951,-122.1135645,2750,4587
425000,3,1,1010,5864,1,0,3,0,1915,0,98116,47.57334029,-122.3810881,1290,5000
180250,2,0.75,900,9600,1,0,3,0,1941,0,98166,47.46039965,-122.3389708,1250,14280
464000,6,3,2300,3404,2,0,3,700,1920,1994,98133,47.70668835,-122.3425887,1560,1312
320000,4,2.25,1550,7579,2,0,3,0,1993,0,98038,47.35395987,-122.0471656,1630,6397
625504,3,2.25,1270,1566,2,0,3,210,2014,0,98105,47.66474696,-122.2836458,1160,1327
592500,4,2.5,2240,12032,1,0,3,0,1983,0,98074,47.61432311,-122.0174073,2520,12368
280000,2,1,850,16400,1,0,3,0,1923,0,98168,47.48892354,-122.299277,1100,14459
1505000,5,3,3300,33474,1,0,3,1430,1957,1991,98040,47.56730681,-122.2099944,3836,20953
445838,3,2.5,2250,5692,2,0,3,0,2000,0,98146,47.51326555,-122.3785914,1320,5390
1072000,2,2.25,3900,14864,1,0,3,1950,1947,0,98144,47.58838575,-122.2909151,2580,5184
467000,2,1.5,1320,10800,1,0,4,0,1947,0,98177,47.71454988,-122.3668901,2120,12040
686000,4,2.5,2760,6440,2,0,3,0,1999,0,98075,47.58363406,-122.0261665,3070,8127
527000,4,2.25,2330,19436,2,0,3,0,1987,0,98011,47.76625781,-122.2150508,1910,10055
390000,3,2.25,1250,7500,1,0,5,0,1942,0,98146,47.51229225,-122.3731814,1280,7392
479950,2,2,1510,6516,1,0,3,0,2005,0,98053,47.70758131,-122.012592,1640,6009
264950,4,2.25,1720,9753,1,0,4,600,1978,0,98023,47.29219536,-122.3709794,1510,9753
516500,3,2.5,1480,4729,2,0,3,0,2004,0,98053,47.67938425,-122.0336034,2250,4729
500000,4,2.75,2280,15347,1,0,5,0,1960,0,98059,47.52176275,-122.1641456,2280,15347
315000,6,2.75,2940,7350,1,0,3,1160,1978,0,98023,47.31027134,-122.3393536,2120,8236
213000,2,1,1000,10200,1,0,3,0,1961,0,98024,47.56874733,-121.8989366,1150,13702
1025000,5,4,3760,28040,2,0,3,0,1983,0,98033,47.64894505,-122.1832437,3430,35096
416000,3,2,2220,94300,1,0,5,580,1976,0,98010,47.34588749,-121.9501772,2070,80100
410000,4,1,1970,4740,1.5,0,3,300,1904,2005,98122,47.61360412,-122.3033789,1510,4740
472000,6,2.5,4410,14034,1,0,4,2060,1965,0,98003,47.33762085,-122.324034,2600,13988
225000,3,1.75,1430,8505,1,0,4,0,1968,0,98003,47.31725448,-122.3193398,1190,8640
210000,2,1,830,6000,1,0,3,0,1940,0,98126,47.53079324,-122.3762576,830,4960
455000,2,1,1430,5000,1.5,0,2,0,1925,0,98115,47.67272186,-122.2988536,1450,3750
225000,3,1,1300,8316,1,0,4,0,1954,0,98002,47.32207374,-122.2163701,1260,8316
480000,2,1,1030,3060,1,0,4,240,1918,0,98103,47.67793919,-122.352983,1390,3060
363000,3,2.5,2740,11872,2,0,3,0,1990,0,98023,47.30764198,-122.3947441,2570,10377
2400000,4,2.5,3650,8354,1,1,3,1820,2000,0,98074,47.63383635,-122.0721936,3120,18841
181000,2,1.5,720,5120,1,0,3,0,1954,0,98106,47.52183463,-122.3567199,1150,2566
250000,4,2,2010,7312,1,0,4,0,1976,0,98002,47.2785228,-122.2126817,2010,7650
481000,3,1.75,1560,3000,1,0,4,790,1918,0,98103,47.6846002,-122.3451692,1390,3000
260000,3,2,1810,7209,1,0,4,570,1978,0,98032,47.3656136,-122.2783987,1750,7209
455000,4,2.5,3360,7685,2,0,3,0,2001,0,98058,47.43691208,-122.1109829,3060,6567
415000,3,2.25,1510,36224,2,0,3,0,1991,0,98045,47.46160732,-121.7113724,1730,36224
349500,3,1,1400,3538,1,0,3,600,1953,0,98118,47.54052555,-122.2701358,1620,6331
245000,3,2.5,1730,7442,2,0,3,0,1987,0,98030,47.3507105,-122.177515,1630,6458
592500,2,2,1420,9191,1.5,0,5,0,1928,0,98115,47.69786784,-122.3200657,1420,6816
385000,4,1.75,2360,7620,1,0,4,1180,1955,0,98106,47.52779004,-122.3452529,1910,7620
315000,3,1.75,1580,11455,1,0,4,380,1974,0,98059,47.4755622,-122.1473467,1550,10650
255000,3,1,1230,10170,1,0,3,0,1979,0,98045,47.44373189,-121.7717828,1380,10098
780000,3,1,1660,4400,1.5,0,3,200,1911,0,98112,47.6361876,-122.3018761,1660,4400
237000,3,1.75,1270,8470,1,0,4,0,1960,0,98198,47.42070512,-122.2901647,1600,8470
525000,3,2.25,2100,40510,2,0,3,780,1979,0,98074,47.61537147,-122.0469225,2380,33450
369900,1,0.75,760,10079,1,1,5,0,1936,0,98070,47.46831968,-122.4380446,1230,14267
290000,4,2.5,1700,7280,2,0,4,0,1988,0,98031,47.40446351,-122.1708921,1950,7475
285000,3,1,1120,10701,1,0,3,0,1954,0,98106,47.5543944,-122.3579677,1130,6350
415000,2,1,1070,4500,1,0,3,0,1937,0,98115,47.68018179,-122.2896493,1320,4465
272500,3,2.5,2070,9900,1,0,3,650,1979,0,98023,47.29880804,-122.3713164,2070,8250
2900000,4,3.25,5050,20100,1.5,0,3,300,1982,2008,98004,47.63123583,-122.2227497,3890,20060
1365000,4,4.75,5310,57346,2,0,4,0,1989,0,98077,47.72846434,-122.0420429,4180,47443
210000,3,1,1700,11390,1,0,4,0,1967,0,98003,47.32712058,-122.3229158,1350,8164
236000,3,1,1300,5898,1,0,3,0,1961,0,98178,47.50534215,-122.255356,1320,7619
331000,3,1.75,1080,1306,1,0,3,500,1954,2003,98199,47.66012335,-122.3998213,1440,2225
365000,3,2.5,2653,4510,2,0,3,0,2006,0,98031,47.41453945,-122.1656898,2653,4927
450000,3,2,2290,16258,1,0,5,0,1960,0,98058,47.46716757,-122.1651589,1660,10530
455000,4,2.5,2210,49375,1,0,3,0,1997,0,98038,47.38280735,-122.0714676,2670,49385
405000,3,1.75,2390,6000,1,0,3,1150,1908,0,98118,47.53623216,-122.267694,2020,6000
304900,4,1.75,2600,11325,1,0,4,990,1969,0,98031,47.39538026,-122.2061788,1720,11088
170000,2,1,860,5265,1,0,3,0,1931,0,98178,47.50476473,-122.2721663,1650,8775
2050000,5,3,3830,8480,2,0,5,1200,1905,1994,98122,47.6165708,-122.2866997,3050,7556
780000,4,2.5,3500,7048,2,0,3,0,2005,0,98053,47.68108282,-122.024642,3920,7864
330000,3,3,2420,13959,1,0,4,680,1988,0,98028,47.7485663,-122.2300151,2570,13300
370000,4,2.5,2720,8666,2,0,3,0,1992,0,98030,47.38457816,-122.1689674,2410,8100
467000,5,2.25,2500,13500,1,0,3,650,1979,0,98072,47.75635134,-122.1435054,2300,9750
675000,5,2.25,2900,10300,1,0,3,1450,1985,0,98006,47.5460513,-122.1512048,2310,10300
500000,2,1,1640,14100,1,0,4,500,1954,0,98006,47.5711985,-122.1426587,1520,13527
389999,4,2.5,1890,15770,2,0,4,0,1968,0,98166,47.42811335,-122.3433472,2410,15256
630000,4,1.75,2950,9025,1,0,4,1170,1975,0,98034,47.71278803,-122.2230984,2120,9600
360000,4,2.5,2160,9528,2,0,3,0,1992,0,98001,47.33406946,-122.2554145,2280,9937
580000,4,3,3280,11060,2,0,3,1010,1986,0,98056,47.53993679,-122.1811714,2320,11004
550000,3,2,1970,4166,2,0,5,700,1929,0,98126,47.5717234,-122.3753773,2390,4166
265000,3,2,1320,8959,1,0,3,0,1993,0,98042,47.35363771,-122.143808,1740,7316
446500,3,2.5,2650,7286,2,0,3,0,1990,0,98059,47.50840856,-122.1537557,2400,7220
404000,3,1.5,2030,8880,1,0,3,700,1963,0,98108,47.55857673,-122.3108253,2140,5592
267500,3,1.75,1590,11914,1,0,3,500,1957,0,98188,47.44266723,-122.274276,1630,9052
3075000,4,5,4550,18641,1,1,3,1950,2002,0,98074,47.60526131,-122.0767683,4550,19508
335000,3,2.5,2440,7632,2,0,3,0,1998,0,98003,47.34943444,-122.3006778,2510,7903
576000,3,2.5,1940,9000,1,0,4,970,1948,0,98117,47.69328317,-122.392659,2190,7310
208633,3,2.5,2040,3810,2,0,3,0,2006,0,98038,47.35369004,-122.0001468,2370,4590
315000,3,2.25,2200,8750,1,0,4,1080,1964,0,98166,47.4760421,-122.3367623,1460,10139
725000,3,1.75,1920,3300,1,0,4,960,1913,0,98112,47.62386903,-122.2980349,1740,4000
550000,4,2.75,1800,7750,1,0,4,400,1965,0,98177,47.77759209,-122.3836947,1800,8275
610750,4,2.25,2180,7297,2,0,3,0,1984,0,98074,47.6459468,-122.057791,2250,9781
550700,2,1,1010,5000,1.5,0,4,0,1908,0,98105,47.66919278,-122.2969962,1460,5000
665000,4,2.75,3320,10574,2,0,5,1100,1960,0,98056,47.53758421,-122.1797738,2720,8330
834000,4,2.5,2370,4000,1.5,0,5,390,1928,0,98144,47.60101178,-122.2940587,2440,5750
201000,5,1.75,1660,78408,1.5,0,3,0,1915,0,98065,47.52901552,-121.8368714,1660,78408
2384000,5,2.5,3650,9050,2,0,5,280,1921,0,98119,47.63446038,-122.3672725,2880,5400
1384000,4,3.25,4290,12103,1,0,3,1600,1997,0,98006,47.5503447,-122.1016296,3860,11244
305000,4,2.25,1950,7700,1,0,3,600,1979,0,98058,47.4440905,-122.1250603,2150,7350
487000,3,2,2590,14052,1,0,5,870,1948,0,98133,47.73574341,-122.3330269,1570,8162
390000,3,2.5,1930,64904,1,0,4,0,1988,0,98042,47.3459945,-122.1566416,2350,57500
548000,2,1,1470,3864,1,0,4,300,1916,0,98103,47.66378937,-122.345012,1570,3864
268750,4,1,800,8775,1,0,3,0,1943,0,98166,47.48001221,-122.3361823,1310,8775
819900,5,2.75,3150,7119,2,0,3,0,2013,0,98052,47.67591776,-122.151456,1560,8384
520000,3,2.25,2030,16200,2,0,3,0,1984,0,98027,47.51622293,-122.0573327,2660,17958
230000,3,2,1450,11204,1,0,3,0,2003,0,98001,47.26386242,-122.2519271,1520,9518
240000,3,1.75,1510,10248,1,0,3,0,1969,0,98023,47.29287817,-122.3713019,1510,9753
232000,2,1,1240,12092,1,0,3,280,1922,1984,98146,47.49574477,-122.3522602,1820,7460
